id,fecha_inicio,mes_reclamo,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg
24355,2023-04-11 10:35:26,4,2023-04-11 10:36:40,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24357,2023-04-11 11:01:18,4,2023-04-11 11:04:34,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24359,2023-04-11 11:12:34,4,2023-04-11 11:15:03,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,1,1,Masculino.,Región de Coquimbo.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24360,2023-04-11 11:21:32,4,2023-04-11 11:24:32,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,4,1,1,Femenino.,Región del Ñuble.,Superior universitaria completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
24363,2023-04-11 13:50:26,4,2023-04-11 13:53:47,1,1,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,4,3,5,1,1,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $300.001 y $399.999,Sí,No
24369,2023-04-11 17:28:02,4,2023-04-11 17:32:18,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24370,2023-04-11 17:41:59,4,2023-04-11 17:45:43,7,7,6,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $400.000 y $599.999,No,No
24373,2023-04-11 18:43:35,4,2023-04-11 18:45:43,6,1,4,3,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,9,6,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24374,2023-04-11 18:48:31,4,2023-04-11 18:50:52,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,8,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,Sí,No
24375,2023-04-11 20:03:39,4,2023-04-11 20:09:42,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,2,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24376,2023-04-11 20:55:46,4,2023-04-11 20:58:08,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Coquimbo.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No
24379,2023-04-11 21:37:08,4,2023-04-11 21:40:09,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24382,2023-04-12 1:22:25,4,2023-04-12 1:32:22,1,1,2,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,3,2,2,1,Masculino.,Región Metropolitana de Santiago.,Básica completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,Sí,No
24383,2023-04-12 1:41:57,4,2023-04-12 1:46:10,3,1,3,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,3,3,2,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No
24386,2023-04-12 7:34:54,4,2023-04-12 7:36:44,7,6,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
24387,2023-04-12 8:47:43,4,2023-04-12 8:49:16,4,2,1,3,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,3,3,5,3,Femenino.,Región del Biobío.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
24388,2023-04-12 9:19:25,4,2023-04-12 9:23:36,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Antofagasta.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No
24390,2023-04-12 10:08:57,4,2023-04-12 10:59:44,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24391,2023-04-12 10:51:12,4,2023-04-12 10:56:03,6,3,2,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,5,4,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24392,2023-04-12 10:57:51,4,2023-04-12 11:00:45,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24393,2023-04-12 10:59:14,4,2023-04-12 11:01:04,7,7,1,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No
24394,2023-04-12 11:06:43,4,2023-04-12 11:10:58,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No
24396,2023-04-12 11:18:08,4,2023-04-12 11:20:33,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
24397,2023-04-12 11:33:12,4,2023-04-12 11:37:49,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
24401,2023-04-12 12:45:29,4,2023-04-12 12:48:53,6,6,6,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,4,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24402,2023-04-12 12:56:28,4,2023-04-12 13:17:47,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,1,Masculino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,Sí
24403,2023-04-12 13:01:17,4,2023-04-12 13:03:35,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
24404,2023-04-12 14:06:25,4,2023-04-12 14:11:06,7,1,1,6,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,7,7,10,5,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
24405,2023-04-12 14:07:43,4,2023-04-12 14:09:57,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24406,2023-04-12 15:08:11,4,2023-04-12 15:10:09,1,1,3,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,2,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a directivo/a o gerente,Entre $300.001 y $399.999,No,No
24407,2023-04-12 15:15:16,4,2023-04-12 15:19:27,2,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,1,2,2,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
24414,2023-04-12 16:24:59,4,2023-04-12 16:31:16,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No
24415,2023-04-12 16:31:14,4,2023-04-12 16:37:58,6,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24417,2023-04-12 17:48:01,4,2023-04-12 17:53:04,1,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,2,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Jubilado/a,Menos de $300.000,No,No
24418,2023-04-12 17:51:26,4,2023-04-12 17:54:19,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,3,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24419,2023-04-12 18:16:21,4,2023-04-12 18:18:07,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No
24420,2023-04-12 19:58:36,4,2023-04-12 20:00:18,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No
24421,2023-04-12 20:37:49,4,2023-04-12 20:40:13,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Antofagasta.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24422,2023-04-12 20:58:33,4,2023-04-12 21:02:54,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No
24424,2023-04-12 21:13:24,4,2023-04-12 21:40:53,1,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,1,1,Masculino.,Región de Arica y Parinacota.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,Sí
24426,2023-04-12 21:16:08,4,2023-04-12 21:17:46,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,Sí
24427,2023-04-12 21:23:19,4,2023-04-12 21:25:01,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Valparaíso.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No
24429,2023-04-12 23:03:51,4,2023-04-12 23:06:48,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,2,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24430,2023-04-13 3:12:02,4,2023-04-13 3:19:16,5,3,1,3,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,6,6,8,3,Masculino.,Región del Maule.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24435,2023-04-13 8:24:10,4,2023-04-13 8:33:08,5,1,1,5,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,5,7,3,Masculino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24436,2023-04-13 8:47:07,4,2023-04-13 8:49:21,3,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,1,1,1,3,Femenino.,Región de Valparaíso.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24437,2023-04-13 8:57:26,4,2023-04-13 8:59:28,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No
24438,2023-04-13 9:07:17,4,2023-04-13 9:09:01,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Tarapacá.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24439,2023-04-13 9:18:26,4,2023-04-13 9:22:36,1,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24442,2023-04-13 9:27:21,4,2023-04-13 9:35:06,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,6,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
24446,2023-04-13 10:14:39,4,2023-04-13 10:16:09,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región de Los Ríos.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
24449,2023-04-13 10:25:56,4,2023-04-13 10:29:57,1,1,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,Sí
24450,2023-04-13 10:46:56,4,2023-04-13 10:58:56,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No
24451,2023-04-13 10:51:32,4,2023-04-13 10:54:16,6,4,4,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,9,6,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No
24452,2023-04-13 11:01:32,4,2023-04-13 11:04:21,7,7,6,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24453,2023-04-13 11:34:22,4,2023-04-13 11:36:22,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Coquimbo.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,Sí
24454,2023-04-13 12:12:11,4,2023-04-13 12:24:34,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,6,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No
24455,2023-04-13 12:20:09,4,2023-04-13 12:21:27,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,6,1,1,Femenino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No
24456,2023-04-13 12:23:39,4,2023-04-13 12:29:10,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No
24457,2023-04-13 13:11:45,4,2023-04-13 13:13:07,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Entre $600.000 y $1.099.000,No,No
24458,2023-04-13 13:16:21,4,2023-04-13 13:18:42,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,Sí
24459,2023-04-13 13:25:58,4,2023-04-13 13:35:56,6,6,2,6,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,6,6,8,5,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No
24460,2023-04-13 13:47:38,4,2023-04-13 13:49:47,1,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,3,7,Femenino.,Región de La Araucanía.,Media completa.,18 a 29 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No
