id,fecha_inicio,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg,mes
28929,2023-08-28 12:53:47,2023-08-28 12:58:08,4,1,1,4,3,2,3,3,Otro,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,3,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,August
28931,2023-08-28 13:41:45,2023-08-28 14:03:49,1,1,1,2,2,1,1,4,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,2,1,1,Masculino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,August
28934,2023-08-28 14:16:09,2023-08-28 14:20:06,1,1,1,5,2,3,4,7,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,2,5,4,4,Masculino.,Región de Arica y Parinacota.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí,August
28935,2023-08-28 14:23:01,2023-08-28 14:24:33,7,7,7,7,6,4,5,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,August
28937,2023-08-28 14:31:05,2023-08-28 14:33:46,7,7,6,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,August
28939,2023-08-28 15:08:41,2023-08-28 15:12:53,7,7,6,7,1,1,1,1,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,7,Masculino.,Región del Maule.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,August
28942,2023-08-28 16:46:09,2023-08-28 16:49:29,1,1,1,1,1,1,1,3,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región del Maule.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,August
28943,2023-08-28 16:59:37,2023-08-28 17:03:15,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Atacama.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
28944,2023-08-28 17:07:20,2023-08-28 17:11:42,6,6,5,7,6,6,6,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
28945,2023-08-28 17:11:33,2023-08-28 17:19:49,1,1,1,4,2,2,4,5,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,2,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,August
28949,2023-08-28 19:07:58,2023-08-28 19:08:39,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
28951,2023-08-28 19:24:49,2023-08-28 19:43:26,6,3,1,6,7,7,7,4,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,5,5,10,6,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
28955,2023-08-28 21:25:50,2023-08-28 21:29:33,1,1,1,7,1,1,7,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,1,10,1,Masculino.,Región del Biobío.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,August
28956,2023-08-28 23:06:50,2023-08-28 23:49:24,5,5,1,5,5,5,6,5,Otro,El SERNAC me envió información con la frecuencia adecuada.,5,3,5,5,3,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
28957,2023-08-28 23:25:09,2023-08-28 23:26:33,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Maule.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
28958,2023-08-29 06:46:05,2023-08-29 06:52:32,7,4,1,7,7,7,7,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,5,10,7,Femenino.,Región de Antofagasta.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,Sí,August
28959,2023-08-29 09:08:23,2023-08-29 09:20:28,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,August
28960,2023-08-29 09:34:21,2023-08-29 09:40:22,7,4,1,7,7,6,6,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,7,10,7,Femenino.,Región del Ñuble.,Superior universitaria completa.,65 años o más.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,August
28961,2023-08-29 09:48:39,2023-08-29 09:52:01,6,1,1,3,2,1,2,6,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,6,6,5,3,Masculino.,Región del Biobío.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
28963,2023-08-29 10:31:51,2023-08-29 10:36:33,1,1,4,1,1,1,1,1,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,August
28964,2023-08-29 10:37:14,2023-08-29 10:39:09,7,7,3,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
28969,2023-08-29 11:52:52,2023-08-29 11:58:02,7,2,1,6,6,6,6,6,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,2,5,4,Masculino.,Región del Biobío.,Media completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,August
28971,2023-08-29 12:09:45,2023-08-29 12:15:09,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Maule.,Superior técnico profesional completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,August
28973,2023-08-29 12:28:55,2023-08-29 12:36:13,1,1,1,1,2,2,1,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,7,7,1,1,Femenino.,Región de Tarapacá.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
28984,2023-08-29 15:12:01,2023-08-29 15:16:24,1,1,1,1,1,1,1,4,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,4,1,1,Otro,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,Sí,August
28985,2023-08-29 15:44:01,2023-08-29 15:46:18,6,6,5,6,5,5,5,5,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,5,5,8,5,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
28987,2023-08-29 16:12:48,2023-08-29 16:15:13,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,August
28991,2023-08-29 17:15:09,2023-08-29 17:20:15,7,7,5,7,7,6,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
28993,2023-08-29 18:11:02,2023-08-29 18:13:27,7,4,1,5,5,4,5,6,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,5,4,10,6,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No,August
28994,2023-08-29 19:04:43,2023-08-29 19:09:30,6,4,2,7,6,5,6,6,Otro,El SERNAC me envió información con la frecuencia adecuada.,5,6,6,9,6,Masculino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,August
28995,2023-08-29 19:16:17,2023-08-29 19:20:00,7,1,1,7,2,5,7,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,Sí,August
28996,2023-08-29 19:20:37,2023-08-29 19:21:59,7,7,5,7,7,7,7,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,5,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
28998,2023-08-29 19:40:05,2023-08-29 19:41:51,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,August
29000,2023-08-29 20:49:08,2023-08-29 20:54:39,1,1,1,2,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,2,2,1,1,Masculino.,Región de Coquimbo.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
29008,2023-08-30 08:25:00,2023-08-30 09:52:21,7,7,3,7,7,7,7,7,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,7,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No,August
29009,2023-08-30 08:50:05,2023-08-30 08:53:29,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,No,Sí,August
29010,2023-08-30 09:24:59,2023-08-30 09:33:14,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,August
29012,2023-08-30 10:22:04,2023-08-30 10:24:34,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,August
29014,2023-08-30 10:41:23,2023-08-30 10:44:10,7,7,3,7,7,7,7,6,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Media completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,August
29017,2023-08-30 11:48:32,2023-08-30 11:53:50,1,1,1,1,1,1,1,4,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,1,1,1,Masculino.,Región de Valparaíso.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
29018,2023-08-30 12:41:14,2023-08-30 12:47:02,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,August
29019,2023-08-30 12:55:02,2023-08-30 12:56:28,2,1,1,2,2,2,1,2,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,3,1,3,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,August
29022,2023-08-30 13:47:48,2023-08-30 13:51:39,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,No,No,August
29023,2023-08-30 14:18:14,2023-08-30 14:19:30,1,1,1,1,1,1,1,7,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
29025,2023-08-30 15:14:35,2023-08-30 15:18:41,7,6,5,4,7,4,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,August
29027,2023-08-30 15:28:13,2023-08-30 15:31:13,4,2,1,5,3,3,3,5,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,2,4,5,4,Masculino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,Sí,August
29030,2023-08-30 16:24:31,2023-08-30 16:27:38,7,7,7,7,7,6,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,6,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,August
29031,2023-08-30 16:38:00,2023-08-30 16:40:55,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajo familiar o personal no remunerado,Menos de $300.000,No,No,August
29033,2023-08-30 16:58:35,2023-08-30 17:02:02,7,7,6,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,August
29035,2023-08-30 18:08:27,2023-08-30 18:13:16,4,4,4,6,6,6,7,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,4,4,9,6,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No,August
29039,2023-08-30 19:29:37,2023-08-30 19:32:10,1,1,1,2,1,2,3,6,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,7,5,1,Femenino.,Región del Biobío.,Superior técnico profesional completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,August
29040,2023-08-30 19:34:23,2023-08-30 19:40:18,7,7,7,7,5,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,5,7,10,6,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,August
29041,2023-08-30 20:43:29,2023-08-30 20:47:01,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,August
29042,2023-08-30 21:35:33,2023-08-30 21:37:52,1,1,1,3,3,3,3,6,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,1,5,8,5,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,August
29043,2023-08-30 21:46:59,2023-08-30 21:48:25,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,August
29044,2023-08-30 23:31:21,2023-08-30 23:43:00,1,1,1,1,1,1,1,1,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,August
29045,2023-08-31 00:02:22,2023-08-31 00:06:47,7,7,6,7,7,7,7,7,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,$1.100.000 o más,No,No,August
29047,2023-08-31 09:59:00,2023-08-31 10:01:32,7,7,7,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,August
29048,2023-08-31 11:19:15,2023-08-31 11:22:01,7,7,7,7,7,6,7,7,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Los Lagos.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,Sí,August
29049,2023-08-31 11:20:52,2023-08-31 11:27:12,7,6,1,7,7,7,7,7,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,65 años o más.,Jubilado/a,Entre $300.001 y $399.999,No,No,August
29050,2023-08-31 11:43:49,2023-08-31 11:45:50,7,7,4,7,7,7,7,7,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,August
